alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,latitude,longitude,address_1,address_2,address_3,city,zip_code,country,state,display_address,category_1,category_2,category_3,,
el-rincon-criollo-culver-city,"[{'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'latin', 'title': 'Latin American'}]","{'latitude': 34.003295, 'longitude': -118.40802}",(310) 391-4478,1022.913794,o6TD4HVmb635IEU5kPBnpg,https://s3-media3.fl.yelpcdn.com/bphoto/55ADjtS4HNiyJQgC7WcilQ/o.jpg,FALSE,"{'address1': '4361 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['4361 Sepulveda Blvd', 'Culver City, CA 90230']}",El Rincon Criollo,13103914478,$$,3.5,473,"['delivery', 'pickup']",https://www.yelp.com/biz/el-rincon-criollo-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.003295,-118.40802,4361 Sepulveda Blvd,,,Culver City,90230,US,CA,"['4361 Sepulveda Blvd', 'Culver City, CA 90230']",Cuban,Spanish,Latin American,,
boba-guys-culver-city,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.0275435467194, 'longitude': -118.387503134855}",,2465.926621,5GGza2VhqLKSMF9GcOEAPA,https://s3-media1.fl.yelpcdn.com/bphoto/zxguyG0qWC4KfETFhEFe2Q/o.jpg,FALSE,"{'address1': '8820 Washington Blvd', 'address2': 'Ste 107', 'address3': None, 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['8820 Washington Blvd', 'Ste 107', 'Culver City, CA 90232']}",Boba Guys,,$$,4,471,[],https://www.yelp.com/biz/boba-guys-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02754355,-118.3875031,8820 Washington Blvd,Ste 107,,Culver City,90232,US,CA,"['8820 Washington Blvd', 'Ste 107', 'Culver City, CA 90232']",Bubble Tea,Coffee & Tea,,,
cerveteca-culver-city-culver-city,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}]","{'latitude': 34.0250944, 'longitude': -118.3952881}",(310) 837-3836,2007.974271,ONwiXlLM3GlF0bcemeoE0w,https://s3-media4.fl.yelpcdn.com/bphoto/qa8m6ubKECi8Qdb46zlj1A/o.jpg,FALSE,"{'address1': '9418 Venice Blvd', 'address2': None, 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['9418 Venice Blvd', 'Culver City, CA 90232']}",Cerveteca Culver City,13108373836,$$,3.5,463,['pickup'],https://www.yelp.com/biz/cerveteca-culver-city-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0250944,-118.3952881,9418 Venice Blvd,,,Culver City,90232,US,CA,"['9418 Venice Blvd', 'Culver City, CA 90232']",Mexican,Latin American,,,
lenzinis-pizza-los-angeles-4,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 34.0246168187149, 'longitude': -118.411065714121}",(310) 559-8241,2290.520428,VLQFXs5F7BK40KA10VDSaA,https://s3-media1.fl.yelpcdn.com/bphoto/j0i7IKrQP2WNAwzL2bYvVw/o.jpg,FALSE,"{'address1': '3500 Overland Ave', 'address2': 'Ste 120', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['3500 Overland Ave', 'Ste 120', 'Los Angeles, CA 90034']}",Lenzini's Pizza,13105598241,$,4,463,"['delivery', 'pickup']",https://www.yelp.com/biz/lenzinis-pizza-los-angeles-4?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02461682,-118.4110657,3500 Overland Ave,Ste 120,,Los Angeles,90034,US,CA,"['3500 Overland Ave', 'Ste 120', 'Los Angeles, CA 90034']",Pizza,Italian,,,
uzumaki-culver-city,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 34.0097983, 'longitude': -118.4113455}",(310) 425-8904,1265.779576,jaWptnjueF6Y_eMQ1duOoA,https://s3-media2.fl.yelpcdn.com/bphoto/9yzL-4VvLrvcUUfhXiPAFw/o.jpg,FALSE,"{'address1': '11060 Washington Blvd', 'address2': '', 'address3': None, 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['11060 Washington Blvd', 'Culver City, CA 90232']}",Uzumaki,13104258904,$$,4.5,459,[],https://www.yelp.com/biz/uzumaki-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0097983,-118.4113455,11060 Washington Blvd,,,Culver City,90232,US,CA,"['11060 Washington Blvd', 'Culver City, CA 90232']",Sushi Bars,Japanese,,,
sorrento-italian-market-culver-city,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 33.99277, 'longitude': -118.3951651}",(310) 391-7654,1618.853142,_yn6N01yKtIvCzY4bRYrtQ,https://s3-media4.fl.yelpcdn.com/bphoto/T1IC5xi_gZhjHidxLnS_ng/o.jpg,FALSE,"{'address1': '5518 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['5518 Sepulveda Blvd', 'Culver City, CA 90230']}",Sorrento Italian Market,13103917654,$,4.5,457,['pickup'],https://www.yelp.com/biz/sorrento-italian-market-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.99277,-118.3951651,5518 Sepulveda Blvd,,,Culver City,90230,US,CA,"['5518 Sepulveda Blvd', 'Culver City, CA 90230']",Grocery,Italian,Delis,,
tanners-coffee-co-culver-city,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.0039846, 'longitude': -118.4084241}",(310) 636-2727,1018.495257,NntUI9CA9btsaGMrfHzvhQ,https://s3-media3.fl.yelpcdn.com/bphoto/eYf3Hvyl6yY9mrTq9K1Lqg/o.jpg,FALSE,"{'address1': '4342 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['4342 Sepulveda Blvd', 'Culver City, CA 90230']}",Tanner's Coffee Co,13106362727,$,4,457,[],https://www.yelp.com/biz/tanners-coffee-co-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0039846,-118.4084241,4342 Sepulveda Blvd,,,Culver City,90230,US,CA,"['4342 Sepulveda Blvd', 'Culver City, CA 90230']",Coffee & Tea,,,,
chick-fil-a-los-angeles-12,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 33.9862666, 'longitude': -118.4007615}",(310) 391-8364,2333.795506,H1jfm47vEM5iMQx-wSZa9w,https://s3-media1.fl.yelpcdn.com/bphoto/0xoc_X0XeZqJDZflaDiyxQ/o.jpg,FALSE,"{'address1': '11750 Jefferson Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['11750 Jefferson Blvd', 'Los Angeles, CA 90230']}",Chick-fil-A,13103918364,$,3.5,452,[],https://www.yelp.com/biz/chick-fil-a-los-angeles-12?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.9862666,-118.4007615,11750 Jefferson Blvd,,,Los Angeles,90230,US,CA,"['11750 Jefferson Blvd', 'Los Angeles, CA 90230']",Fast Food,,,,
hidden-garden-thai-cuisine-culver-city-5,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]","{'latitude': 33.9998978, 'longitude': -118.4017674}",(424) 835-4407,891.9762308,E6p-gWZtVSsVg3rtb_SVqQ,https://s3-media3.fl.yelpcdn.com/bphoto/4-qHW26zmiW8RIyOROMMUA/o.jpg,FALSE,"{'address1': '4903 Sepulveda Blvd', 'address2': None, 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['4903 Sepulveda Blvd', 'Culver City, CA 90230']}",Hidden Garden Thai Cuisine,14248354407,$$,4,447,"['pickup', 'delivery']",https://www.yelp.com/biz/hidden-garden-thai-cuisine-culver-city-5?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.9998978,-118.4017674,4903 Sepulveda Blvd,,,Culver City,90230,US,CA,"['4903 Sepulveda Blvd', 'Culver City, CA 90230']",Thai,Noodles,Soup,,
shojin-culver-city-los-angeles-4,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]","{'latitude': 33.9966735839844, 'longitude': -118.428680419922}",(310) 390-0033,3062.504626,m1uRMKP7tqGJLpXIHQawtg,https://s3-media1.fl.yelpcdn.com/bphoto/DSt-N8cGkke-yOsFGTiYZQ/o.jpg,FALSE,"{'address1': '12406 Washington Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['12406 Washington Blvd', 'Los Angeles, CA 90066']}",Shojin Culver City,13103900033,$$$,4.5,438,['restaurant_reservation'],https://www.yelp.com/biz/shojin-culver-city-los-angeles-4?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.99667358,-118.4286804,12406 Washington Blvd,,,Los Angeles,90066,US,CA,"['12406 Washington Blvd', 'Los Angeles, CA 90066']",Japanese,Vegan,Gluten-Free,,
seasalt-fish-grill-culver-city-culver-city,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'poke', 'title': 'Poke'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'latitude': 34.0218135290607, 'longitude': -118.397776482596}",(424) 361-5222,1633.433045,oMB5s2JsCbI2B1xg2np6HA,https://s3-media4.fl.yelpcdn.com/bphoto/hX9q6pCf4yYmzGlfK9ywog/o.jpg,FALSE,"{'address1': '9901 Washington Blvd', 'address2': 'Ste 101', 'address3': None, 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['9901 Washington Blvd', 'Ste 101', 'Culver City, CA 90232']}",Seasalt Fish Grill - Culver City,14243615222,$$,4,438,"['delivery', 'pickup']",https://www.yelp.com/biz/seasalt-fish-grill-culver-city-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02181353,-118.3977765,9901 Washington Blvd,Ste 101,,Culver City,90232,US,CA,"['9901 Washington Blvd', 'Ste 101', 'Culver City, CA 90232']",Seafood,Poke,Tacos,,
the-taste-kitchen-los-angeles,"[{'alias': 'thai', 'title': 'Thai'}]","{'latitude': 34.00944, 'longitude': -118.41407}",(310) 391-7152,1504.571574,rRyXGZU5FqVqhnl9p3mzLg,https://s3-media1.fl.yelpcdn.com/bphoto/aYSMd_5NiflOavFHnMP1tg/o.jpg,FALSE,"{'address1': '3970 Sepulveda Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['3970 Sepulveda Blvd', 'Los Angeles, CA 90230']}",The Taste Kitchen,13103917152,$$,4,433,"['pickup', 'delivery']",https://www.yelp.com/biz/the-taste-kitchen-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.00944,-118.41407,3970 Sepulveda Blvd,,,Los Angeles,90230,US,CA,"['3970 Sepulveda Blvd', 'Los Angeles, CA 90230']",Thai,,,,
sake-house-by-hikari-culver-city,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 34.021855, 'longitude': -118.396475}",(310) 253-5038,1643.541671,f4sd6wuC260cPJZWwfWm8Q,https://s3-media2.fl.yelpcdn.com/bphoto/Ms3d_IOssEgeWSoqVUmuUA/o.jpg,FALSE,"{'address1': '9729 Culver Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['9729 Culver Blvd', 'Culver City, CA 90232']}",Sake House By Hikari,13102535038,$$,3.5,433,[],https://www.yelp.com/biz/sake-house-by-hikari-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.021855,-118.396475,9729 Culver Blvd,,,Culver City,90232,US,CA,"['9729 Culver Blvd', 'Culver City, CA 90232']",Japanese,Asian Fusion,Sushi Bars,,
bamboo-restaurant-los-angeles-3,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'latin', 'title': 'Latin American'}]","{'latitude': 34.017369, 'longitude': -118.410284}",(310) 287-0668,1609.9203,b_8i_siSxguEt5Bd0BfChg,https://s3-media1.fl.yelpcdn.com/bphoto/WbtHT7DZbvf0e2NTrOcduQ/o.jpg,FALSE,"{'address1': '10835 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['10835 Venice Blvd', 'Los Angeles, CA 90034']}",Bamboo Restaurant,13102870668,$$,4,432,['pickup'],https://www.yelp.com/biz/bamboo-restaurant-los-angeles-3?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.017369,-118.410284,10835 Venice Blvd,,,Los Angeles,90034,US,CA,"['10835 Venice Blvd', 'Los Angeles, CA 90034']",Caribbean,Latin American,,,
margot-culver-city,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 34.0275251, 'longitude': -118.3869177}",(310) 643-5853,2485.601813,SvI6fyIQqBWswxwcE3LaOw,https://s3-media3.fl.yelpcdn.com/bphoto/Ilb0aXby3kBNlq_cDnd3Gg/o.jpg,FALSE,"{'address1': '8820 Washington Blvd', 'address2': 'Ste 301', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['8820 Washington Blvd', 'Ste 301', 'Culver City, CA 90232']}",Margot,13106435853,,4,424,[],https://www.yelp.com/biz/margot-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0275251,-118.3869177,8820 Washington Blvd,Ste 301,,Culver City,90232,US,CA,"['8820 Washington Blvd', 'Ste 301', 'Culver City, CA 90232']",Spanish,Italian,Venues & Event Spaces,,
zafran-pot-culver-city,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'buffets', 'title': 'Buffets'}]","{'latitude': 34.0200821, 'longitude': -118.4041261}",(310) 838-2130,1526.036722,hQp4-qevJC8AfHpWwLvWMg,https://s3-media1.fl.yelpcdn.com/bphoto/UJVH0J-zuDz5faoXK66qMw/o.jpg,FALSE,"{'address1': '10408 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10408 Venice Blvd', 'Culver City, CA 90232']}",Zafran Pot,13108382130,$$,4.5,421,"['pickup', 'delivery']",https://www.yelp.com/biz/zafran-pot-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0200821,-118.4041261,10408 Venice Blvd,,,Culver City,90232,US,CA,"['10408 Venice Blvd', 'Culver City, CA 90232']",Indian,Halal,Buffets,,
hus-szechwan-restaurant-los-angeles,"[{'alias': 'szechuan', 'title': 'Szechuan'}]","{'latitude': 34.02873, 'longitude': -118.41211}",(310) 837-0252,2734.702689,wMa-2awspbx6gQgrO3VcFg,https://s3-media3.fl.yelpcdn.com/bphoto/QxCa-u4mWEXormCEdNf2QQ/o.jpg,FALSE,"{'address1': '10450 National Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['10450 National Blvd', 'Los Angeles, CA 90034']}",Hu's Szechwan Restaurant,13108370252,$$,3.5,412,"['delivery', 'pickup']",https://www.yelp.com/biz/hus-szechwan-restaurant-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02873,-118.41211,10450 National Blvd,,,Los Angeles,90034,US,CA,"['10450 National Blvd', 'Los Angeles, CA 90034']",Szechuan,,,,
pinches-tacos-culver-city,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.0301282374949, 'longitude': -118.383085347144}",(310) 837-5000,2901.324347,vRFeg1kGJJhI76SkP6O8Sg,https://s3-media1.fl.yelpcdn.com/bphoto/K_S2E6-p-oHHBAaUnBtzFg/o.jpg,FALSE,"{'address1': '8665 Washington Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['8665 Washington Blvd', 'Culver City, CA 90232']}",Pinches Tacos,13108375000,$$,3.5,406,['delivery'],https://www.yelp.com/biz/pinches-tacos-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.03012824,-118.3830853,8665 Washington Blvd,,,Culver City,90232,US,CA,"['8665 Washington Blvd', 'Culver City, CA 90232']",Mexican,,,,
thai-original-bbq-and-restaurant-culver-city-2,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 34.022426, 'longitude': -118.39998}",(310) 559-9711,1675.943467,d9WirRULstjIO-d3oh9frg,https://s3-media1.fl.yelpcdn.com/bphoto/BEx8h3kBSesH2C9yihU2BQ/o.jpg,FALSE,"{'address1': '10036 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['10036 Venice Blvd', 'Culver City, CA 90232']}",Thai Original BBQ & Restaurant,13105599711,$$,3,406,"['delivery', 'pickup']",https://www.yelp.com/biz/thai-original-bbq-and-restaurant-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.022426,-118.39998,10036 Venice Blvd,,,Culver City,90232,US,CA,"['10036 Venice Blvd', 'Culver City, CA 90232']",Thai,Barbeque,,,
sara-the-wine-bar-culver-city-2,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]","{'latitude': 34.0103632, 'longitude': -118.4148508}",(310) 313-5522,1599.677508,QPa6ndnNqsWqREt2KWV_UQ,https://s3-media1.fl.yelpcdn.com/bphoto/RUbBjrSDfZmzsP1zgD0EiA/o.jpg,FALSE,"{'address1': '3936 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['3936 Sepulveda Blvd', 'Culver City, CA 90230']}",Sara The Wine Bar,13103135522,$$,4.5,405,"['delivery', 'pickup']",https://www.yelp.com/biz/sara-the-wine-bar-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.0103632,-118.4148508,3936 Sepulveda Blvd,,,Culver City,90230,US,CA,"['3936 Sepulveda Blvd', 'Culver City, CA 90230']",Wine Bars,Italian,Tapas Bars,,
oldfields-liquor-room-los-angeles,"[{'alias': 'lounges', 'title': 'Lounges'}]","{'latitude': 34.0162038803101, 'longitude': -118.411702662706}",(310) 842-8066,1620.80891,gcLbpmb_xzvsAo2NNYSoog,https://s3-media1.fl.yelpcdn.com/bphoto/VGV2rBGa7BwxNGxrPUsi_Q/o.jpg,FALSE,"{'address1': '10899 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['10899 Venice Blvd', 'Los Angeles, CA 90034']}",Oldfields Liquor Room,13108428066,$$,4,403,[],https://www.yelp.com/biz/oldfields-liquor-room-los-angeles?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.01620388,-118.4117027,10899 Venice Blvd,,,Los Angeles,90034,US,CA,"['10899 Venice Blvd', 'Los Angeles, CA 90034']",Lounges,,,,
seventy7-lounge-culver-city-2,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 34.02435, 'longitude': -118.39456}",(310) 559-7707,1960.827697,nwBmrXBGiT6UPhiH_smFvQ,https://s3-media3.fl.yelpcdn.com/bphoto/GAmPBCad4EITQFgpDgHp9g/o.jpg,FALSE,"{'address1': '3843 Main St', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['3843 Main St', 'Culver City, CA 90232']}",Seventy7 Lounge,13105597707,$$,3.5,402,[],https://www.yelp.com/biz/seventy7-lounge-culver-city-2?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02435,-118.39456,3843 Main St,,,Culver City,90232,US,CA,"['3843 Main St', 'Culver City, CA 90232']",Lounges,Cocktail Bars,Pizza,,
mateos-ice-cream-and-fruit-bars-los-angeles-7,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]","{'latitude': 33.99973583, 'longitude': -118.401789}",(310) 313-7625,905.442803,iAa6eTTr7R-7UPjOdZMe6A,https://s3-media1.fl.yelpcdn.com/bphoto/RP_iS4UVWlMK3AhIZbDm7w/o.jpg,FALSE,"{'address1': '4929 Sepulveda Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90230', 'country': 'US', 'state': 'CA', 'display_address': ['4929 Sepulveda Blvd', 'Los Angeles, CA 90230']}",Mateo's Ice Cream & Fruit Bars,13103137625,$,4.5,402,[],https://www.yelp.com/biz/mateos-ice-cream-and-fruit-bars-los-angeles-7?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,33.99973583,-118.401789,4929 Sepulveda Blvd,,,Los Angeles,90230,US,CA,"['4929 Sepulveda Blvd', 'Los Angeles, CA 90230']",Ice Cream & Frozen Yogurt,Sandwiches,Juice Bars & Smoothies,,
india-sweets-and-spices-culver-city,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]","{'latitude': 34.02564, 'longitude': -118.39557}",(310) 837-5286,2070.209226,QUOt7iFHaWijBKIMJpwxbQ,https://s3-media4.fl.yelpcdn.com/bphoto/fW6fOLvoSpPTo3ETr_0wjQ/o.jpg,FALSE,"{'address1': '9409 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['9409 Venice Blvd', 'Culver City, CA 90232']}",India Sweets & Spices,13108375286,$,3.5,397,"['delivery', 'pickup']",https://www.yelp.com/biz/india-sweets-and-spices-culver-city?adjust_creative=vE5o-7kXQ6SwrxOc8qy3QQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vE5o-7kXQ6SwrxOc8qy3QQ,34.02564,-118.39557,9409 Venice Blvd,,,Culver City,90232,US,CA,"['9409 Venice Blvd', 'Culver City, CA 90232']",Indian,Vegetarian,,,
